TRIP_ID,SPACE_AND_TIME
1378245842620000395,"[[-8.613945, 41.141205, 1378245842], [-8.614044, 41.141115, 1378245857], [-8.614845, 41.141025, 1378245872], [-8.615295, 41.140845, 1378245887], [-8.616528, 41.14053, 1378245902], [-8.6184, 41.141367, 1378245917], [-8.62011, 41.142438, 1378245932], [-8.621586, 41.14359, 1378245947], [-8.623647, 41.14431, 1378245962], [-8.625861, 41.144832, 1378245977], [-8.62776, 41.144715, 1378245992], [-8.630046, 41.145192, 1378246007], [-8.631252, 41.146002, 1378246022], [-8.631333, 41.146074, 1378246037], [-8.631315, 41.146074, 1378246052], [-8.632017, 41.146596, 1378246067], [-8.632557, 41.147316, 1378246082], [-8.631432, 41.148495, 1378246097], [-8.630145, 41.150079, 1378246112], [-8.629218, 41.151123, 1378246127], [-8.629218, 41.151141, 1378246142], [-8.629119, 41.151276, 1378246157], [-8.628894, 41.151996, 1378246172], [-8.628903, 41.152104, 1378246187], [-8.62866, 41.152266, 1378246202], [-8.628642, 41.152266, 1378246217], [-8.62866, 41.152338, 1378246232], [-8.628849, 41.152554, 1378246247], [-8.630271, 41.152563, 1378246262], [-8.632368, 41.152716, 1378246277], [-8.634609, 41.152491, 1378246292], [-8.636751, 41.15268, 1378246307], [-8.638641, 41.153193, 1378246322], [-8.638101, 41.154399, 1378246337], [-8.637417, 41.155776, 1378246352], [-8.636859, 41.156928, 1378246367], [-8.636112, 41.158467, 1378246382], [-8.635824, 41.158881, 1378246397], [-8.63586, 41.158935, 1378246412], [-8.635851, 41.159016, 1378246427], [-8.636517, 41.159223, 1378246442], [-8.638479, 41.159574, 1378246457], [-8.640153, 41.159853, 1378246472], [-8.640603, 41.160024, 1378246487], [-8.640738, 41.160033, 1378246502], [-8.640756, 41.159988, 1378246517], [-8.640783, 41.159934, 1378246532], [-8.640828, 41.159925, 1378246547], [-8.640918, 41.15997, 1378246562], [-8.640918, 41.159925, 1378246577], [-8.641116, 41.159889, 1378246592], [-8.641089, 41.159925, 1378246607]]"
1378245845620000310,"[[-8.609922, 41.140827, 1378245845], [-8.610795, 41.141304, 1378245860], [-8.61381, 41.141259, 1378245875], [-8.614539, 41.141439, 1378245890], [-8.614305, 41.142375, 1378245905], [-8.613594, 41.143185, 1378245920], [-8.611983, 41.144301, 1378245935], [-8.611272, 41.144859, 1378245950], [-8.61111, 41.144796, 1378245965], [-8.610813, 41.145228, 1378245980], [-8.610318, 41.146083, 1378245995], [-8.609076, 41.146668, 1378246010], [-8.608842, 41.147307, 1378246025], [-8.610147, 41.14764, 1378246040], [-8.610687, 41.14782, 1378246055], [-8.611641, 41.147982, 1378246070], [-8.612973, 41.148243, 1378246085], [-8.614188, 41.148261, 1378246100], [-8.614548, 41.147613, 1378246115], [-8.614899, 41.147235, 1378246130], [-8.615988, 41.147442, 1378246145], [-8.615664, 41.148441, 1378246160], [-8.615574, 41.148603, 1378246175], [-8.616114, 41.148792, 1378246190], [-8.616078, 41.147685, 1378246205], [-8.615907, 41.147514, 1378246220], [-8.615952, 41.147379, 1378246235], [-8.617176, 41.147226, 1378246250], [-8.617536, 41.14719, 1378246265], [-8.617869, 41.14692, 1378246280], [-8.617617, 41.146092, 1378246295], [-8.616879, 41.144922, 1378246310], [-8.61471, 41.14584, 1378246325], [-8.614062, 41.146002, 1378246340], [-8.614017, 41.145975, 1378246355], [-8.613972, 41.146011, 1378246370], [-8.613981, 41.146101, 1378246385], [-8.613954, 41.146155, 1378246400], [-8.613945, 41.146173, 1378246415], [-8.613963, 41.146164, 1378246430], [-8.612784, 41.146164, 1378246445], [-8.612334, 41.148027, 1378246460], [-8.612946, 41.14827, 1378246475], [-8.612901, 41.14881, 1378246490], [-8.612928, 41.149566, 1378246505], [-8.613351, 41.149854, 1378246520], [-8.61417, 41.149854, 1378246535], [-8.614476, 41.150295, 1378246550], [-8.614764, 41.151141, 1378246565]]"
1378247868620000518,"[[-8.659431, 41.161428, 1378247868], [-8.659377, 41.161428, 1378247883], [-8.659107, 41.161248, 1378247898], [-8.658495, 41.160861, 1378247913], [-8.659863, 41.160267, 1378247928], [-8.659296, 41.160375, 1378247943], [-8.657307, 41.161284, 1378247958], [-8.655741, 41.162112, 1378247973], [-8.655669, 41.162166, 1378247988], [-8.655669, 41.162454, 1378248003], [-8.65602, 41.163444, 1378248018], [-8.656605, 41.164749, 1378248033], [-8.657973, 41.165334, 1378248048], [-8.659674, 41.166117, 1378248063], [-8.658738, 41.16708, 1378248078], [-8.657334, 41.169033, 1378248093], [-8.657397, 41.169969, 1378248108], [-8.657361, 41.170311, 1378248123], [-8.658198, 41.171076, 1378248138], [-8.66025, 41.172264, 1378248153], [-8.660547, 41.174298, 1378248168], [-8.660628, 41.175621, 1378248183], [-8.659404, 41.176206, 1378248198], [-8.65935, 41.176206, 1378248213], [-8.659341, 41.176206, 1378248228]]"
1378246185620000356,"[[-8.610084, 41.140782, 1378246185], [-8.609742, 41.140791, 1378246200], [-8.60724, 41.141322, 1378246215], [-8.604315, 41.14179, 1378246230], [-8.600904, 41.142024, 1378246245], [-8.597628, 41.141025, 1378246260], [-8.595558, 41.14008, 1378246275], [-8.594127, 41.139945, 1378246290], [-8.592426, 41.14008, 1378246305], [-8.590482, 41.140251, 1378246320], [-8.589042, 41.140935, 1378246335], [-8.587791, 41.141862, 1378246350], [-8.586774, 41.143005, 1378246365], [-8.585253, 41.143608, 1378246380], [-8.583579, 41.143644, 1378246395], [-8.581545, 41.143716, 1378246410], [-8.579538, 41.144013, 1378246425], [-8.577927, 41.144544, 1378246440], [-8.578278, 41.145453, 1378246455], [-8.579277, 41.146308, 1378246470], [-8.579961, 41.147505, 1378246485], [-8.578863, 41.149224, 1378246500], [-8.579493, 41.151519, 1378246515], [-8.581923, 41.153616, 1378246530], [-8.58303, 41.156964, 1378246545], [-8.581572, 41.160852, 1378246560], [-8.58213, 41.165001, 1378246575], [-8.586225, 41.166954, 1378246590], [-8.588763, 41.168637, 1378246605], [-8.588088, 41.167494, 1378246620], [-8.588673, 41.166144, 1378246635], [-8.588628, 41.16609, 1378246650], [-8.58888, 41.16564, 1378246665], [-8.589816, 41.163795, 1378246680], [-8.591013, 41.162436, 1378246695], [-8.590707, 41.162553, 1378246710], [-8.589708, 41.163435, 1378246725], [-8.589438, 41.163417, 1378246740], [-8.589411, 41.163444, 1378246755], [-8.589402, 41.163435, 1378246770], [-8.58942, 41.163426, 1378246785], [-8.589357, 41.163381, 1378246800]]"
1378246256620000108,"[[-8.610021, 41.141052, 1378246256], [-8.610012, 41.141025, 1378246271], [-8.610039, 41.141025, 1378246286], [-8.613306, 41.141493, 1378246301], [-8.613675, 41.141313, 1378246316], [-8.614773, 41.14116, 1378246331], [-8.615565, 41.140755, 1378246346], [-8.616699, 41.140539, 1378246361], [-8.617959, 41.141088, 1378246376], [-8.618688, 41.141475, 1378246391], [-8.620353, 41.142546, 1378246406], [-8.62209, 41.143779, 1378246421], [-8.624466, 41.144589, 1378246436], [-8.626563, 41.144778, 1378246451], [-8.626806, 41.144751, 1378246466], [-8.628867, 41.144787, 1378246481], [-8.631252, 41.145957, 1378246496], [-8.632773, 41.14701, 1378246511], [-8.631918, 41.148072, 1378246526], [-8.630712, 41.14953, 1378246541], [-8.629533, 41.150952, 1378246556], [-8.629164, 41.151321, 1378246571], [-8.628831, 41.152203, 1378246586], [-8.628705, 41.15223, 1378246601], [-8.628714, 41.152527, 1378246616], [-8.628921, 41.153859, 1378246631], [-8.627931, 41.154561, 1378246646], [-8.627022, 41.154651, 1378246661], [-8.626824, 41.154669, 1378246676], [-8.627517, 41.155686, 1378246691], [-8.628507, 41.156982, 1378246706], [-8.628003, 41.157612, 1378246721], [-8.627886, 41.157828, 1378246736], [-8.628246, 41.158539, 1378246751], [-8.62857, 41.159619, 1378246766], [-8.628435, 41.160528, 1378246781], [-8.628435, 41.160735, 1378246796], [-8.629236, 41.160924, 1378246811]]"
1378246881620000245,"[[-8.611083, 41.149395, 1378246881], [-8.611155, 41.149404, 1378246896], [-8.610723, 41.149242, 1378246911], [-8.61066, 41.149251, 1378246926], [-8.610669, 41.149251, 1378246941], [-8.610678, 41.149233, 1378246956], [-8.610435, 41.149395, 1378246971], [-8.610048, 41.150934, 1378246986], [-8.609985, 41.151978, 1378247001], [-8.610102, 41.153148, 1378247016], [-8.609976, 41.153778, 1378247031], [-8.609472, 41.155011, 1378247046], [-8.609346, 41.156496, 1378247061], [-8.609463, 41.157243, 1378247076], [-8.60868, 41.158728, 1378247091], [-8.607708, 41.160618, 1378247106], [-8.606421, 41.164029, 1378247121], [-8.606529, 41.166639, 1378247136], [-8.606475, 41.168763, 1378247151], [-8.605359, 41.170437, 1378247166], [-8.605035, 41.170824, 1378247181], [-8.605044, 41.170815, 1378247196], [-8.604405, 41.171607, 1378247211], [-8.605683, 41.17293, 1378247226], [-8.60868, 41.173812, 1378247241], [-8.612406, 41.174586, 1378247256], [-8.616591, 41.174118, 1378247271], [-8.621028, 41.173632, 1378247286], [-8.625699, 41.173173, 1378247301], [-8.630118, 41.17248, 1378247316], [-8.634663, 41.171517, 1378247331], [-8.638659, 41.169852, 1378247346], [-8.642007, 41.168322, 1378247361], [-8.643879, 41.168709, 1378247376], [-8.646336, 41.170716, 1378247391], [-8.649162, 41.173038, 1378247406], [-8.651844, 41.175243, 1378247421], [-8.654373, 41.177304, 1378247436], [-8.655201, 41.17824, 1378247451], [-8.656983, 41.177637, 1378247466], [-8.659746, 41.177286, 1378247481], [-8.662581, 41.177727, 1378247496], [-8.665029, 41.179257, 1378247511], [-8.667693, 41.178024, 1378247526], [-8.669628, 41.176494, 1378247541], [-8.671716, 41.174766, 1378247556], [-8.674263, 41.173002, 1378247571], [-8.677386, 41.171814, 1378247586], [-8.680518, 41.172111, 1378247601], [-8.683506, 41.173569, 1378247616], [-8.68608, 41.173704, 1378247631], [-8.686899, 41.173974, 1378247646], [-8.687043, 41.175027, 1378247661], [-8.687169, 41.176485, 1378247676], [-8.686647, 41.176809, 1378247691], [-8.686089, 41.176377, 1378247706], [-8.686044, 41.176008, 1378247721], [-8.68608, 41.176026, 1378247736]]"
1378247669620000653,"[[-8.613711, 41.141376, 1378247669], [-8.613954, 41.141295, 1378247684], [-8.615286, 41.140926, 1378247699], [-8.616942, 41.140674, 1378247714], [-8.618949, 41.141655, 1378247729], [-8.620785, 41.143005, 1378247744], [-8.622819, 41.144076, 1378247759], [-8.625438, 41.144814, 1378247774], [-8.626617, 41.144769, 1378247789], [-8.62839, 41.144724, 1378247804], [-8.630766, 41.145624, 1378247819], [-8.631342, 41.146056, 1378247834], [-8.632287, 41.146713, 1378247849], [-8.632116, 41.147838, 1378247864], [-8.630442, 41.149746, 1378247879], [-8.629092, 41.151213, 1378247894], [-8.629038, 41.151222, 1378247909], [-8.628813, 41.152284, 1378247924], [-8.628777, 41.152329, 1378247939], [-8.629038, 41.152554, 1378247954], [-8.631189, 41.152716, 1378247969], [-8.631828, 41.152752, 1378247984], [-8.632026, 41.153796, 1378247999], [-8.630649, 41.154831, 1378248014], [-8.630613, 41.154921, 1378248029], [-8.630622, 41.154975, 1378248044], [-8.63064, 41.15493, 1378248059], [-8.630622, 41.154867, 1378248074]]"
1378246713620000351,"[[-8.610075, 41.1408, 1378246713], [-8.609985, 41.140827, 1378246728], [-8.610489, 41.141142, 1378246743], [-8.613441, 41.141466, 1378246758], [-8.614206, 41.14116, 1378246773], [-8.614404, 41.141997, 1378246788], [-8.613945, 41.142753, 1378246803], [-8.612784, 41.143716, 1378246818], [-8.611902, 41.144382, 1378246833], [-8.611227, 41.144886, 1378246848], [-8.6112, 41.144913, 1378246863], [-8.611173, 41.144958, 1378246878], [-8.610786, 41.144661, 1378246893], [-8.610021, 41.143167, 1378246908], [-8.607699, 41.14269, 1378246923], [-8.60526, 41.143059, 1378246938], [-8.605161, 41.143428, 1378246953], [-8.605152, 41.144157, 1378246968], [-8.606682, 41.144751, 1378246983], [-8.606988, 41.144877, 1378246998], [-8.607402, 41.145417, 1378247013], [-8.607051, 41.14593, 1378247028], [-8.60697, 41.146416, 1378247043], [-8.606799, 41.146884, 1378247058], [-8.606322, 41.147856, 1378247073]]"
1378247010620000618,"[[-8.613927, 41.141277, 1378247010], [-8.614035, 41.14116, 1378247025], [-8.614539, 41.141655, 1378247040], [-8.614368, 41.142438, 1378247055], [-8.613432, 41.143338, 1378247070], [-8.612217, 41.144094, 1378247085], [-8.611803, 41.144472, 1378247100], [-8.611038, 41.144949, 1378247115], [-8.610633, 41.144157, 1378247130], [-8.610219, 41.143248, 1378247145], [-8.608707, 41.143221, 1378247160], [-8.607177, 41.142456, 1378247175], [-8.605413, 41.142924, 1378247190], [-8.605008, 41.143887, 1378247205], [-8.605008, 41.143986, 1378247220], [-8.605818, 41.144418, 1378247235], [-8.607141, 41.144886, 1378247250], [-8.607348, 41.145705, 1378247265], [-8.607258, 41.145687, 1378247280]]"
1378246142620000688,"[[-8.585613, 41.176458, 1378246142], [-8.585622, 41.176467, 1378246157], [-8.58609, 41.175387, 1378246172], [-8.58681, 41.17383, 1378246187], [-8.587728, 41.172156, 1378246202], [-8.588808, 41.170356, 1378246217], [-8.590617, 41.169006, 1378246232], [-8.592642, 41.167827, 1378246247], [-8.594685, 41.1669, 1378246262], [-8.597043, 41.166144, 1378246277], [-8.598285, 41.165712, 1378246292], [-8.600148, 41.164875, 1378246307], [-8.601426, 41.163831, 1378246322], [-8.601435, 41.163849, 1378246337], [-8.602596, 41.163102, 1378246352], [-8.603568, 41.16222, 1378246367], [-8.603811, 41.162004, 1378246382], [-8.603766, 41.161977, 1378246397], [-8.603775, 41.161977, 1378246412], [-8.604558, 41.16186, 1378246427], [-8.605413, 41.161887, 1378246442], [-8.607375, 41.162211, 1378246457], [-8.608896, 41.162526, 1378246472], [-8.610111, 41.162616, 1378246487], [-8.61129, 41.16276, 1378246502], [-8.613162, 41.162958, 1378246517], [-8.615268, 41.163246, 1378246532], [-8.617014, 41.163453, 1378246547], [-8.619219, 41.16375, 1378246562], [-8.621703, 41.164056, 1378246577], [-8.624088, 41.164389, 1378246592], [-8.624628, 41.164452, 1378246607], [-8.624763, 41.164461, 1378246622], [-8.626509, 41.164794, 1378246637], [-8.628669, 41.164947, 1378246652], [-8.630793, 41.165136, 1378246667], [-8.632683, 41.164218, 1378246682], [-8.634708, 41.163201, 1378246697], [-8.636121, 41.162445, 1378246712], [-8.637705, 41.161779, 1378246727], [-8.639298, 41.161149, 1378246742], [-8.640936, 41.16042, 1378246757], [-8.641233, 41.160717, 1378246772], [-8.640603, 41.161176, 1378246787], [-8.640729, 41.16123, 1378246802], [-8.640828, 41.16123, 1378246817], [-8.640972, 41.161212, 1378246832]]"
1378248317620000269,"[[-8.609958, 41.158575, 1378248317], [-8.609859, 41.158521, 1378248332], [-8.609832, 41.158512, 1378248347], [-8.609805, 41.158512, 1378248362], [-8.609922, 41.158071, 1378248377], [-8.609895, 41.156919, 1378248392], [-8.610039, 41.155119, 1378248407], [-8.610021, 41.153418, 1378248422], [-8.610129, 41.151888, 1378248437], [-8.610741, 41.150772, 1378248452], [-8.611155, 41.149386, 1378248467], [-8.611182, 41.148315, 1378248482], [-8.611173, 41.148189, 1378248497], [-8.611164, 41.147874, 1378248512], [-8.611317, 41.146893, 1378248527], [-8.611515, 41.146227, 1378248542], [-8.610921, 41.146011, 1378248557], [-8.610984, 41.145156, 1378248572], [-8.611848, 41.144364, 1378248587], [-8.613117, 41.14341, 1378248602], [-8.614161, 41.142627, 1378248617], [-8.614584, 41.141403, 1378248632], [-8.614944, 41.141025, 1378248647], [-8.615979, 41.140611, 1378248662]]"
1378247475620000256,"[[-8.585577, 41.176413, 1378247475], [-8.585586, 41.176431, 1378247490], [-8.585694, 41.176224, 1378247505], [-8.586387, 41.17491, 1378247520], [-8.587179, 41.173101, 1378247535], [-8.588358, 41.171256, 1378247550], [-8.589897, 41.169375, 1378247565], [-8.592516, 41.167881, 1378247580], [-8.595279, 41.166783, 1378247595], [-8.598159, 41.165892, 1378247610], [-8.600535, 41.164704, 1378247625], [-8.602641, 41.163021, 1378247640], [-8.604117, 41.161788, 1378247655], [-8.605188, 41.161932, 1378247670], [-8.606835, 41.162184, 1378247685], [-8.608446, 41.162373, 1378247700], [-8.609391, 41.162112, 1378247715], [-8.609319, 41.161617, 1378247730], [-8.609265, 41.161554, 1378247745], [-8.609814, 41.1606, 1378247760], [-8.609877, 41.160555, 1378247775], [-8.609949, 41.159889, 1378247790], [-8.610012, 41.157927, 1378247805], [-8.610057, 41.156442, 1378247820], [-8.610021, 41.154426, 1378247835], [-8.610084, 41.152581, 1378247850], [-8.610759, 41.151087, 1378247865], [-8.610885, 41.150565, 1378247880], [-8.611209, 41.14926, 1378247895], [-8.611263, 41.148, 1378247910], [-8.611254, 41.148009, 1378247925], [-8.611254, 41.147838, 1378247940], [-8.611569, 41.146371, 1378247955], [-8.610849, 41.145921, 1378247970], [-8.611164, 41.144949, 1378247985], [-8.612136, 41.144166, 1378248000], [-8.613189, 41.143374, 1378248015], [-8.614044, 41.142717, 1378248030], [-8.614566, 41.141772, 1378248045], [-8.61462, 41.141601, 1378248060], [-8.614602, 41.14161, 1378248075], [-8.614602, 41.14161, 1378248090]]"
1378247394620000054,"[[-8.6139, 41.141142, 1378247394], [-8.613927, 41.14116, 1378247409], [-8.61399, 41.141142, 1378247424], [-8.614665, 41.141547, 1378247439], [-8.614206, 41.142618, 1378247454], [-8.613, 41.143662, 1378247469], [-8.611623, 41.144643, 1378247484], [-8.611083, 41.144994, 1378247499], [-8.610507, 41.143932, 1378247514], [-8.60949, 41.143203, 1378247529], [-8.607501, 41.142609, 1378247544], [-8.60535, 41.142987, 1378247559], [-8.605134, 41.143599, 1378247574], [-8.604396, 41.145048, 1378247589], [-8.602533, 41.145588, 1378247604], [-8.600895, 41.145732, 1378247619], [-8.600391, 41.146596, 1378247634], [-8.599734, 41.14746, 1378247649], [-8.598744, 41.14818, 1378247664], [-8.598663, 41.148189, 1378247679], [-8.598618, 41.148252, 1378247694], [-8.598654, 41.148945, 1378247709], [-8.59815, 41.150097, 1378247724], [-8.598159, 41.150619, 1378247739], [-8.598888, 41.150826, 1378247754], [-8.598888, 41.150871, 1378247769]]"
1378249086620000310,"[[-8.610219, 41.14071, 1378249086], [-8.610174, 41.140827, 1378249101], [-8.61327, 41.141511, 1378249116], [-8.613963, 41.141304, 1378249131], [-8.614422, 41.142384, 1378249146], [-8.613441, 41.143266, 1378249161], [-8.612172, 41.144292, 1378249176], [-8.610867, 41.145309, 1378249191], [-8.610534, 41.146146, 1378249206], [-8.609292, 41.146785, 1378249221], [-8.608986, 41.14737, 1378249236], [-8.61021, 41.147874, 1378249251], [-8.610939, 41.147928, 1378249266], [-8.612235, 41.148063, 1378249281], [-8.613522, 41.148342, 1378249296], [-8.614422, 41.14809, 1378249311], [-8.614827, 41.147622, 1378249326], [-8.616024, 41.147424, 1378249341], [-8.617221, 41.147262, 1378249356], [-8.617689, 41.147253, 1378249371], [-8.617878, 41.147433, 1378249386], [-8.618283, 41.148423, 1378249401], [-8.619399, 41.148594, 1378249416], [-8.620182, 41.148531, 1378249431], [-8.620758, 41.148999, 1378249446], [-8.620992, 41.150016, 1378249461]]"
1378246654620000285,"[[-8.602191, 41.155911, 1378246654], [-8.6022, 41.155893, 1378246669], [-8.6022, 41.155893, 1378246684], [-8.602245, 41.155938, 1378246699], [-8.602542, 41.155632, 1378246714], [-8.60292, 41.154813, 1378246729], [-8.602965, 41.154714, 1378246744], [-8.603235, 41.153949, 1378246759], [-8.60373, 41.15277, 1378246774], [-8.604261, 41.151429, 1378246789], [-8.604189, 41.150754, 1378246804], [-8.604207, 41.149764, 1378246819], [-8.604216, 41.149512, 1378246834], [-8.604207, 41.149494, 1378246849], [-8.60418, 41.149467, 1378246864], [-8.604144, 41.149332, 1378246879], [-8.604045, 41.148324, 1378246894], [-8.603928, 41.147685, 1378246909], [-8.603919, 41.146965, 1378246924], [-8.60436, 41.14629, 1378246939], [-8.605107, 41.145669, 1378246954], [-8.605746, 41.145228, 1378246969], [-8.606502, 41.144904, 1378246984], [-8.606664, 41.144913, 1378246999], [-8.607321, 41.145237, 1378247014], [-8.60751, 41.145399, 1378247029], [-8.607519, 41.145444, 1378247044], [-8.607537, 41.145462, 1378247059], [-8.607564, 41.145462, 1378247074], [-8.607564, 41.145489, 1378247089], [-8.607546, 41.145498, 1378247104]]"
1378245864620000196,"[[-8.585523, 41.176404, 1378245864], [-8.585604, 41.176296, 1378245879], [-8.586297, 41.175009, 1378245894], [-8.587107, 41.17338, 1378245909], [-8.588088, 41.171715, 1378245924], [-8.58906, 41.170086, 1378245939], [-8.590581, 41.168961, 1378245954], [-8.592165, 41.167953, 1378245969], [-8.59419, 41.167062, 1378245984], [-8.596557, 41.166324, 1378245999], [-8.598798, 41.165532, 1378246014], [-8.599491, 41.16519, 1378246029], [-8.600661, 41.164479, 1378246044], [-8.602191, 41.163111, 1378246059], [-8.603532, 41.162058, 1378246074], [-8.604999, 41.161833, 1378246089], [-8.606016, 41.162139, 1378246104], [-8.607753, 41.162382, 1378246119], [-8.609238, 41.162544, 1378246134], [-8.609544, 41.161842, 1378246149], [-8.609544, 41.16168, 1378246164], [-8.609751, 41.161374, 1378246179], [-8.609985, 41.160744, 1378246194], [-8.610003, 41.159979, 1378246209], [-8.610174, 41.158296, 1378246224], [-8.610075, 41.15745, 1378246239], [-8.610039, 41.157414, 1378246254], [-8.610003, 41.156541, 1378246269], [-8.610111, 41.154651, 1378246284], [-8.610111, 41.153103, 1378246299], [-8.61039, 41.151654, 1378246314], [-8.611011, 41.150808, 1378246329], [-8.611002, 41.150781, 1378246344], [-8.611083, 41.150529, 1378246359], [-8.611191, 41.149179, 1378246374], [-8.611119, 41.14809, 1378246389], [-8.61102, 41.147892, 1378246404], [-8.611236, 41.147055, 1378246419], [-8.611587, 41.14602, 1378246434], [-8.611524, 41.145777, 1378246449], [-8.611542, 41.145966, 1378246464]]"
1378246125620000601,"[[-8.615295, 41.141538, 1378246125], [-8.615367, 41.141268, 1378246140], [-8.616213, 41.140638, 1378246155], [-8.617581, 41.140998, 1378246170], [-8.619228, 41.141817, 1378246185], [-8.620713, 41.142897, 1378246200], [-8.622108, 41.143806, 1378246215], [-8.624025, 41.144436, 1378246230], [-8.625636, 41.144814, 1378246245], [-8.628102, 41.144697, 1378246260], [-8.630757, 41.145606, 1378246275], [-8.631324, 41.146029, 1378246290], [-8.631306, 41.146029, 1378246305], [-8.631333, 41.146038, 1378246320], [-8.632602, 41.146875, 1378246335], [-8.632017, 41.147919, 1378246350], [-8.630559, 41.149683, 1378246365], [-8.629272, 41.151033, 1378246380], [-8.629209, 41.151132, 1378246395], [-8.628984, 41.151546, 1378246410], [-8.628813, 41.15214, 1378246425], [-8.628759, 41.152428, 1378246440], [-8.630316, 41.152626, 1378246455], [-8.63208, 41.152734, 1378246470], [-8.634681, 41.152455, 1378246485], [-8.637336, 41.152797, 1378246500], [-8.63847, 41.153715, 1378246515], [-8.637372, 41.155929, 1378246530], [-8.636301, 41.158089, 1378246545], [-8.635815, 41.158845, 1378246560], [-8.635887, 41.158827, 1378246575], [-8.635851, 41.158854, 1378246590], [-8.63586, 41.158926, 1378246605], [-8.636904, 41.159268, 1378246620], [-8.639937, 41.159826, 1378246635], [-8.641539, 41.16033, 1378246650], [-8.640603, 41.161284, 1378246665]]"
1378246699620000364,"[[-8.612748, 41.148108, 1378246699], [-8.612838, 41.148216, 1378246714], [-8.612829, 41.148207, 1378246729]]"
1378248741620000370,"[[-8.610561, 41.147793, 1378248741], [-8.610768, 41.148459, 1378248756], [-8.610399, 41.149422, 1378248771], [-8.610183, 41.150709, 1378248786], [-8.610084, 41.150907, 1378248801], [-8.609868, 41.15178, 1378248816], [-8.610111, 41.153337, 1378248831], [-8.609769, 41.154705, 1378248846], [-8.609355, 41.157342, 1378248861], [-8.608221, 41.159448, 1378248876], [-8.608374, 41.160294, 1378248891], [-8.60958, 41.160429, 1378248906], [-8.609886, 41.159439, 1378248921], [-8.609931, 41.158314, 1378248936], [-8.609967, 41.158305, 1378248951]]"
1378247666620000667,"[[-8.600823, 41.148378, 1378247666], [-8.601318, 41.147784, 1378247681], [-8.601525, 41.147559, 1378247696], [-8.601624, 41.147406, 1378247711], [-8.601786, 41.147388, 1378247726], [-8.601147, 41.147514, 1378247741], [-8.599959, 41.147892, 1378247756], [-8.599104, 41.148081, 1378247771], [-8.598249, 41.148486, 1378247786], [-8.598627, 41.149332, 1378247801], [-8.597691, 41.150889, 1378247816], [-8.596323, 41.153256, 1378247831], [-8.594901, 41.155776, 1378247846], [-8.593605, 41.158035, 1378247861], [-8.592273, 41.160339, 1378247876], [-8.590734, 41.162499, 1378247891], [-8.589177, 41.164371, 1378247906], [-8.5887, 41.165676, 1378247921], [-8.588745, 41.165622, 1378247936], [-8.58852, 41.166171, 1378247951], [-8.587728, 41.167908, 1378247966], [-8.587134, 41.169186, 1378247981], [-8.586639, 41.170599, 1378247996], [-8.588286, 41.171049, 1378248011], [-8.588754, 41.170365, 1378248026], [-8.590914, 41.168808, 1378248041], [-8.593506, 41.167368, 1378248056], [-8.595216, 41.166855, 1378248071], [-8.59788, 41.165946, 1378248086], [-8.598132, 41.165838, 1378248101], [-8.599518, 41.165172, 1378248116], [-8.602029, 41.163408, 1378248131], [-8.603631, 41.162166, 1378248146], [-8.604063, 41.161923, 1378248161], [-8.604846, 41.16087, 1378248176], [-8.605854, 41.159592, 1378248191], [-8.605233, 41.158944, 1378248206], [-8.604837, 41.158926, 1378248221], [-8.60481, 41.158953, 1378248236], [-8.60481, 41.158953, 1378248251]]"
1378248304620000081,"[[-8.593119, 41.158332, 1378248304], [-8.593083, 41.158548, 1378248319], [-8.593128, 41.158485, 1378248334], [-8.593371, 41.158458, 1378248349], [-8.593776, 41.1579, 1378248364], [-8.594388, 41.15682, 1378248379], [-8.594415, 41.156784, 1378248394], [-8.594406, 41.156775, 1378248409], [-8.594505, 41.156478, 1378248424], [-8.595387, 41.155011, 1378248439], [-8.595873, 41.15421, 1378248454], [-8.596827, 41.152527, 1378248469], [-8.597871, 41.150745, 1378248484], [-8.599392, 41.149449, 1378248499], [-8.600409, 41.149305, 1378248514], [-8.600589, 41.148801, 1378248529], [-8.600607, 41.148783, 1378248544], [-8.600841, 41.148684, 1378248559], [-8.601984, 41.14881, 1378248574], [-8.602335, 41.149008, 1378248589], [-8.60454, 41.149161, 1378248604], [-8.606862, 41.149962, 1378248619], [-8.606997, 41.150016, 1378248634], [-8.60823, 41.150295, 1378248649], [-8.609859, 41.150664, 1378248664], [-8.609616, 41.151348, 1378248679], [-8.609526, 41.151474, 1378248694], [-8.609832, 41.151717, 1378248709], [-8.610471, 41.151591, 1378248724], [-8.610777, 41.150709, 1378248739], [-8.610723, 41.150709, 1378248754], [-8.61075, 41.150691, 1378248769]]"
